         0,6.2504e-05
         0,0.00012501
         0,0.00018751
         0,0.00025002
         0,0.00031252
         0,0.00037502
         0,0.00043753
         0,0.00050003
         0,0.00056254
         0,0.00075005
         0,0.00081255
         0,0.00087505
         0,0.00093756
         0, 0.0010001
         0, 0.0010626
         0, 0.0011251
         0, 0.0011876
         0, 0.0012501
         0, 0.0013126
         0, 0.0013751
         0, 0.0014376
         0, 0.0015001
         0, 0.0015626
         0, 0.0016251
         0, 0.0016876
         0, 0.0017501
         0, 0.0018126
         0, 0.0018751
         0, 0.0019376
         0, 0.0020001
         0, 0.0020626
         0, 0.0021251
         0, 0.0021876
         0, 0.0022501
         0, 0.0023126
         0, 0.0023751
         0, 0.0024377
         0, 0.0025002
         0, 0.0025627
         0, 0.0026252
         0, 0.0026877
         0, 0.0027502
         0, 0.0028127
         0, 0.0028752
         0, 0.0030002
         0, 0.0030627
         0, 0.0031252
         0, 0.0032502
         0, 0.0033127
         0, 0.0033752
         0, 0.0034377
         0, 0.0035002
         0, 0.0035627
         0, 0.0036252
         0, 0.0036877
         0, 0.0037502
         0, 0.0038127
         0, 0.0038752
         0, 0.0039377
         0, 0.0040003
         0, 0.0040628
         0, 0.0041253
         0, 0.0041878
         0, 0.0042503
         0, 0.0043128
         0, 0.0043753
         0, 0.0044378
         0, 0.0045003
         0, 0.0045628
         0, 0.0046253
         0, 0.0046878
         0, 0.0047503
         0, 0.0048128
         0, 0.0048753
         0, 0.0049378
         0, 0.0050003
         0, 0.0050628
         0, 0.0051253
         0, 0.0051878
         0, 0.0052503
         0, 0.0053128
         0, 0.0053753
         0, 0.0054378
         0, 0.0055003
         0, 0.0055628
         0, 0.0056254
         0, 0.0056879
         0, 0.0057504
         0, 0.0058129
         0, 0.0058754
         0, 0.0059379
         0, 0.0060004
         0, 0.0060629
         0, 0.0061254
         0, 0.0061879
         0, 0.0062504
         0, 0.0063129
         0, 0.0063754
         0, 0.0064379
         0, 0.0065004
         0, 0.0065629
         0, 0.0066254
         0, 0.0066879
         0, 0.0067504
         0, 0.0068129
         0, 0.0068754
         0, 0.0069379
         0, 0.0070004
         0, 0.0070629
         0, 0.0071254
         0, 0.0071879
         0, 0.0072505
         0,  0.007313
         0, 0.0073755
         0,  0.007438
         0, 0.0075005
         0,  0.007563
         0,  0.007688
         0, 0.0077505
         0,  0.007813
         0, 0.0078755
         0,  0.007938
         0, 0.0080005
         0,  0.008063
         0, 0.0081255
         0,  0.008188
         0, 0.0082505
         0,  0.008313
         0, 0.0083755
         0,  0.008438
         0, 0.0085005
         0,  0.008563
         0, 0.0086255
         0,  0.008688
         0, 0.0087505
         0, 0.0088131
         0, 0.0088756
         0, 0.0089381
         0, 0.0090006
         0, 0.0090631
         0, 0.0091256
         0, 0.0091881
         0, 0.0092506
         0, 0.0093131
         0, 0.0093756
         0, 0.0094381
         0, 0.0095006
         0, 0.0095631
         0, 0.0096256
         0, 0.0096881
         0, 0.0097506
         0, 0.0098131
         0, 0.0098756
         0, 0.0099381
         0,  0.010001
         0,  0.010063
         0,  0.010126
         0,  0.010188
         0,  0.010251
         0,  0.010313
         0,  0.010376
         0,  0.010438
         0,  0.010501
         0,  0.010563
         0,  0.010626
         0,  0.010688
         0,  0.010751
         0,  0.010813
         0,  0.010876
         0,  0.010938
         0,  0.011001
         0,  0.011063
         0,  0.011126
         0,  0.011188
         0,  0.011251
         0,  0.011313
         0,  0.011376
         0,  0.011438
         0,  0.011501
         0,  0.011563
         0,  0.011626
         0,  0.011688
         0,  0.011751
         0,  0.011813
         0,  0.011876
         0,  0.011938
         0,  0.012001
         0,  0.012063
         0,  0.012126
         0,  0.012188
         0,  0.012251
         0,  0.012313
         0,  0.012376
         0,  0.012438
         0,  0.012501
         0,  0.012563
         0,  0.012626
         0,  0.012688
         0,  0.012751
         0,  0.012813
         0,  0.012876
         0,  0.012938
         0,  0.013001
         0,  0.013063
         0,  0.013126
         0,  0.013188
         0,  0.013251
         0,  0.013313
         0,  0.013376
         0,  0.013438
         0,  0.013501
         0,  0.013563
         0,  0.013626
         0,  0.013688
         0,  0.013751
         0,  0.013813
         0,  0.013876
         0,  0.013938
         0,  0.014001
         0,  0.014063
         0,  0.014126
         0,  0.014188
         0,  0.014251
         0,  0.014313
         0,  0.014376
         0,  0.014438
         0,  0.014501
         0,  0.014563
         0,  0.014626
         0,  0.014688
         0,  0.014751
         0,  0.014813
         0,  0.014876
         0,  0.014938
         0,  0.015001
         0,  0.015063
